,SMILES,LUMO,%VBur2.0,NBOrad,rate
,COC1=C(O)C(I)=CC(\C=C\C(O)=O)=C1,-0.04435,97.69035694,0.12555,1.136
,COC1=C(O)C(I)=CC(\C=N\NC(=O)C2=CC=CC(F)=C2)=C1,-0.03866,97.65379904,0.16366,1.614
,COC1=C(O)C(I)=CC=C1,-0.01119,97.70641688,0.11598,0.279
,COC1=C(O)C=C(I)C=C1,-0.00353,97.6380776,0.18339,1.206
,COC1=C(O)C=CC(I)=C1,-0.00326,97.632493,0.18171,1.246
,COC1=C(OC)C(=CC(I)=C1)C(O)=O,-0.02658,97.63964206,0.19914,1.732
,COC1=C(OC)C(C=O)=CC(I)=C1,-0.04167,97.64222116,0.19831,1.994
,COC1=C(OC)C(I)=C(C=O)C=C1,-0.03193,97.76207479,0.25045,0.942
,COC1=C(OC)C(I)=CC(C=O)=C1,-0.04055,97.68401631,0.18141,1.461
,COC1=C(OC)C(I)=CC=C1I,-0.01178,97.68033344,0.10744,0.495
,COC1=C(OC)C=C(C(O)=O)C(I)=C1,-0.02078,97.74379085,0.25691,0.945
,COC1=C(OC)C=C(I)C=C1,-0.00109,97.63919805,0.18259,1.143
,COC1=C(OCC=C)C(I)=CC(C=O)=C1,-0.0414,97.65970479,0.17878,1.700
,COC1=CC(=C(I)C=C1)C(F)(F)F,-0.01492,97.74155839,0.20627,0.549
,COC1=CC(=C(I)C=C1)S(F)(=O)=O,-0.03685,97.71316527,0.2346,1.422
,COC1=CC(=CC(I)=C1)C(F)(F)F,-0.01798,97.63773058,0.22427,1.735
,COC1=CC(=CC(I)=C1)C(O)=O,-0.03462,97.64401817,0.20619,1.887
,COC1=CC(=CC(I)=C1)N(=O)=O,-0.06358,97.63998909,0.2186,2.562
,COC1=CC(=CC=C1I)C(O)=O,-0.03296,97.68891478,0.19204,1.329
,COC1=CC(B(O)O)=C(I)C=C1,-0.00975,97.76356873,0.21298,0.273
,COC1=CC(Br)=C(I)C=C1,-0.00465,97.68815056,0.1568,0.577
,COC1=CC(Br)=C(OC)C=C1I,-0.00283,97.68814192,0.12382,0.343
,COC1=CC(Br)=CC(C)=C1I,-0.00285,97.76094597,0.16054,-0.150
,COC1=CC(Br)=CC(I)=C1,-0.01448,97.63471623,0.22857,1.723
,COC1=CC(Br)=CC(OC)=C1I,0.00117,97.73812103,0.13073,-0.183
,COC1=CC(C(C)C)=C(OS(=O)(=O)C2=CC=C(C)C=C2)C=C1I,-0.0255,97.66459507,0.10952,0.928
,COC1=CC(C(O)=O)=C(I)C=C1,-0.03345,97.75571715,0.22551,0.884
,COC1=CC(C)=C(Cl)C=C1I,-0.00457,97.67659867,0.17151,0.777
,COC1=CC(C)=C(OC)C=C1I,0.00394,97.67727622,0.17513,0.627
,COC1=CC(C=O)=C(I)C=C1,-0.04367,97.73224676,0.20141,1.168
,COC1=CC(C=O)=C(OC)C=C1I,-0.04254,97.6970625,0.2212,1.610
,COC1=CC(C=O)=CC(I)=C1O,-0.03517,97.72089775,0.10866,0.557
,COC1=CC(C=O)=CC(I)=C1OC(C)=O,-0.04346,97.68025547,0.19549,1.638
,COC1=CC(CC#N)=CC(I)=C1OC,-0.00838,97.67543483,0.19718,1.016
,COC1=CC(CO)=CC(I)=C1O,-0.01093,97.71950596,0.12258,0.185
,COC1=CC(CO)=CC=C1I,0.00089,97.69149465,0.15971,0.454
,COC1=CC(Cl)=C(I)C=C1,-0.01028,97.69412626,0.16084,0.651
,COC1=CC(Cl)=C(I)C=C1N,-0.00651,97.69225023,0.19136,0.780
,COC1=CC(Cl)=C(OC)C=C1I,-0.00402,97.68815056,0.18384,0.727
,COC1=CC(Cl)=CC(Cl)=C1I,-0.01371,97.75233058,0.16091,0.147
,COC1=CC(Cl)=CC(I)=C1,-0.01186,97.64592958,0.22801,1.558
,COC1=CC(Cl)=CC=C1I,-0.00473,97.69368387,0.16071,0.547
,COC1=CC(F)=C(C=O)C=C1I,-0.04041,97.67510476,0.14658,1.336
,COC1=CC(F)=C(I)C=C1,-0.00567,97.66760037,0.10401,0.481
,COC1=CC(F)=CC(I)=C1,-0.01121,97.63953627,0.23076,1.625
,COC1=CC(I)=C(Br)C=C1,-0.01725,97.66945038,0.21313,1.343
,COC1=CC(I)=C(C=C1I)N(=O)=O,-0.05662,97.74486076,0.27865,1.759
,COC1=CC(I)=C(C=O)C=C1,-0.03655,97.67614708,0.29434,2.139
,COC1=CC(I)=C(C=O)C=C1OC,-0.03221,97.72621168,0.24002,1.237
,COC1=CC(I)=C(Cl)C=C1,-0.01348,97.66385682,0.21583,1.341
,COC1=CC(I)=C(F)C=C1,-0.00893,97.6537377,0.2418,1.508
,COC1=CC(I)=C(F)C=C1C,-0.006,97.66306621,0.24628,1.387
,COC1=CC(I)=C(F)C=C1Cl,-0.01439,97.66680984,0.25209,1.547
,COC1=CC(I)=C(I)C=C1OC,-0.02711,97.67428832,0.16433,1.193
,COC1=CC(I)=C(N)C=C1,-0.00251,97.68213157,0.16047,0.616
,COC1=CC(I)=C(NC(=O)OC(C)(C)C)C=C1,-0.01071,97.72137338,0.17656,0.487
,COC1=CC(I)=C(OC)C=C1I,-0.00788,97.68888889,0.18608,0.808
,COC1=CC(I)=CC(=C1N)N(=O)=O,-0.05433,97.63885102,0.17066,2.106
,COC1=CC(I)=CC(C=O)=C1O,-0.0361,97.64289769,0.17609,1.746
,COC1=CC(I)=CC(OC)=C1OC,-0.00512,97.64545057,0.22352,1.406
,COC1=CC(I)=CC=C1C#N,-0.03557,97.64254181,0.24045,2.126
,COC1=CC(I)=CC=C1CO,-0.00456,97.64400937,0.21091,1.333
,COC1=CC(I)=CC=C1I,-0.01239,97.64443565,0.21254,1.490
,COC1=CC(N)=C(C=C1I)C(O)=O,-0.01344,97.66571552,0.11389,0.709
,COC1=CC(N)=C(C=C1I)N(=O)=O,-0.04915,97.67018865,0.13011,1.455
,COC1=CC(N)=C(I)C=C1C(O)=O,-0.01214,97.69262372,0.09774,0.323
,COC1=CC(N)=C(I)C=C1I,-0.01598,97.6862313,0.11926,0.590
,COC1=CC(N)=CC(I)=C1,-0.00131,97.63962443,0.23621,1.465
,COC1=CC(O)=C(C=O)C=C1I,-0.03887,97.67579963,0.13698,1.242
,COC1=CC(OC)=C(I)C(C=O)=C1,-0.03919,97.80019496,0.18774,0.332
,COC1=CC(OC)=C(I)C=C1C(C)C,0.00755,97.67178694,0.07981,0.039
,COC1=CC(OC)=C(I)C=C1C=O,-0.02508,97.68586646,0.12553,0.807
,COC1=CC(OC)=C(I)C=C1Cl,-0.00257,97.6877598,0.14728,0.483
,COC1=CC(OC)=CC(I)=C1,-0.00263,97.6425242,0.23188,1.436
,COC1=CC([C@@H](O)C(C)(C)C)=C(C=C1I)N(=O)=O,-0.04532,97.68922785,0.17118,1.440
,COC1=CC2=C(C=C1OC)C(NC1=CC(I)=CC=C1)=NC=N2,-0.03044,97.60962127,0.31147,2.776
,COC1=CC2=CC=CC=C2C=C1I,-0.02065,97.68436385,0.17897,1.057
,COC1=CC=C(Br)C(F)=C1I,-0.01339,97.70266485,0.12676,0.423
,COC1=CC=C(C#N)C(I)=C1,-0.02456,97.67507003,0.27458,1.798
,COC1=CC=C(C(N)=O)C(I)=C1,-0.01572,97.71610195,0.21654,0.876
,COC1=CC=C(C(O)=O)C(I)=C1,-0.0205,97.73471728,0.27232,1.121
,COC1=CC=C(C)C=C1I,0.00332,97.68776844,0.17213,0.518
,COC1=CC=C(C=C1)C(=O)NC1=CC=C(I)C=C1,-0.01958,97.64183887,0.16743,1.384
,COC1=CC=C(C=C1)N(C)C(=O)C1=CC=CC=C1I,-0.009,97.691138,0.20655,0.931
,COC1=CC=C(C=C1)N(C1=CC=C(I)C=C1)C1=CC=C(OC)C=C1,-0.00473,97.6313637,0.16223,1.168
,COC1=CC=C(C=C1I)C#N,-0.02335,97.6690943,0.17425,1.231
,COC1=CC=C(C=C1I)C(F)(F)F,-0.00878,97.66831251,0.17166,0.941
,COC1=CC=C(C=O)C(I)=C1O,-0.03513,97.72998894,0.18398,0.920
,COC1=CC=C(C=O)C(O)=C1I,-0.03118,97.7572446,0.10611,0.108
,COC1=CC=C(COC2=C(I)C=CC=C2)C=C1,0.0021,97.68075023,0.16107,0.544
,COC1=CC=C(COC2=CC=C(I)C=C2)C=C1,-0.00106,97.64149182,0.15775,0.971
,COC1=CC=C(I)C(=C1)B1OC(C)(C)C(C)(C)O1,-0.00537,97.72846957,0.21329,0.534
,COC1=CC=C(I)C(=C1)N(=O)=O,-0.05724,97.75012325,0.21823,1.356
,COC1=CC=C(I)C(C(O)=O)=C1F,-0.02012,97.71206191,0.25509,1.232
,COC1=CC=C(I)C(C(O)=O)=C1OC,-0.00876,97.69380446,0.23013,1.041
,COC1=CC=C(I)C(C)=C1,0.00056,97.69262372,0.15751,0.436
,COC1=CC=C(I)C(N)=C1,-0.00027,97.701248,0.10082,0.027
,COC1=CC=C(I)C(O)=C1,0.00353,97.68444169,0.11533,0.206
,COC1=CC=C(I)C(OC)=C1,0.00509,97.6888371,0.13535,0.252
,COC1=CC=C(I)C=C1,-0.00155,97.63887748,0.15699,1.001
,COC1=CC=C(I)C=C1C(O)=O,-0.0312,97.63581019,0.15287,1.581
,COC1=CC=C(N)C=C1I,0.00397,97.69148602,0.18963,0.574
,COC1=CC=C(OC)C(=C1I)C1=C(C=C(C=C1C(C)C)C(C)C)C(C)C,0.01828,97.75534366,0.20009,-0.267
,COC1=CC=C(OC)C(I)=C1,0.0027,97.6713265,0.18717,0.782
,COC1=CC=C(OC2=C(I)C=C(C=C2I)C(O)=O)C=C1,-0.03969,97.67320261,0.13929,1.297
,COC1=CC=C2C=C(C=CC2=C1I)[C@H](C)C(O)=O,-0.02842,97.74159213,0.18354,0.673
,COC1=CC=C2OC(=O)C(=CC2=C1)C1=CC=C(I)C=C1,-0.05571,97.63246647,0.19512,2.342
,COC1=CC=CC(Br)=C1I,-0.01174,97.75793295,0.15972,0.047
,COC1=CC=CC(C(O)=O)=C1I,-0.02628,97.80839518,0.24424,0.341
,COC1=CC=CC(C)=C1I,0.00397,97.74118491,0.16062,-0.088
,COC1=CC=CC(CNC2=C(I)C=CC=C2)=C1,-0.00159,97.71576258,0.14541,0.178
,COC1=CC=CC(CO)=C1I,0.00162,97.74261982,0.16304,-0.042
,COC1=CC=CC(F)=C1C(=O)C1=C(I)C=CC(Cl)=C1,-0.04234,97.71950596,0.24353,1.520
,COC1=CC=CC(I)=C1,-0.00483,97.62686417,0.20806,1.490
,COC1=CC=CC(I)=C1Br,-0.0144,97.6896186,0.21251,1.086
,COC1=CC=CC(I)=C1C,-0.0003,97.69708831,0.20796,0.712
,COC1=CC=CC(I)=C1F,-0.00711,97.66760037,0.1526,0.801
,COC1=CC=CC(I)=C1NC(=O)OC(C)(C)C,-0.00681,97.67881352,0.20116,0.977
,COC1=CC=CC(I)=C1OC,0.00022,97.67653793,0.18123,0.743
,COC1=CC=CC(OC)=C1I,0.00828,97.74184753,0.13172,-0.351
,COC1=CC=NC(OC2=CC=C(I)C=C2)=N1,-0.00613,97.63586317,0.1785,1.249
,COCC1=CC=C(I)C=C1,-0.00452,97.63323996,0.17836,1.243
,COCC1=CC=CC=C1I,-0.00258,97.71016885,0.18581,0.495
,COCCOC1=CC(I)=CC=C1,-0.00338,97.61608647,0.2085,1.570
,COCCOC1=CC=C(I)C=C1,-0.00198,97.62835811,0.15772,1.117
,COCCOC1=CC=CC=C1I,0.00299,97.69150327,0.16341,0.436
,COCOC1=C(I)C=CC=C1F,-0.00847,97.66275383,0.1835,1.060
,CON(C)C(=O)C1=C(I)C=C(Cl)C=C1,-0.01547,97.7113064,0.22678,0.979
,CON(C)C(=O)C1=C(I)C=CC(Br)=C1,-0.01447,97.68632636,0.20182,1.055
,CON(C)C(=O)C1=CC=C(I)C=C1,-0.02339,97.63363112,0.20471,1.763
,COP(=S)(OC)OC1=CC(Cl)=C(I)C=C1Cl,-0.02383,97.6832953,0.20288,1.273
,COS(=O)(=O)C1=CC=CC=C1I,-0.03252,97.72209482,0.23334,1.243
,CP(C)(=O)C1=CC=CC=C1I,-0.01938,97.65078488,0.19612,1.465
,CS(=O)(=O)C1=CC(=CC(I)=C1)S(C)(=O)=O,-0.05475,97.64221235,0.20836,2.308
,CS(=O)(=O)C1=CC=C(I)C=C1,-0.0323,97.63628962,0.21566,1.975
,CS(=O)(=O)C1=CC=CC(I)=C1,-0.03199,97.6291228,0.19813,1.934
,CS(=O)(=O)NC1=CC(=C(C=C1I)C#N)C(F)(F)F,-0.05751,97.69338791,0.18078,1.693
,CS(=O)(=O)NC1=CC(I)=CC=C1,-0.01613,97.63209298,0.21611,1.706
,CS(=O)(=O)NC1=CC=C(I)C=C1,-0.01236,97.63694831,0.18091,1.373
,CS(=O)(=O)NC1=CC=C(I)C=C1F,-0.01832,97.63699244,0.20621,1.640
,CS(=O)(=O)NC1=CC=CC=C1I,-0.02262,97.68628315,0.15863,0.954
,CSC1=C(Br)C=CC(I)=C1,-0.0182,97.63771293,0.1909,1.539
,CSC1=C(I)C=CC=C1,-0.00618,97.71872491,0.15617,0.303
,CSC1=CC=C(I)C(=C1)C#N,-0.03961,97.69897292,0.25848,1.759
,CSC1=CC=C(I)C=C1,-0.0043,97.64107429,0.19387,1.255
,C[C@@H]1CN(CCN1S(=O)(=O)C1=CC=C(I)C=C1)C(=O)C1=CC=CC=C1,-0.0286,97.64073605,0.21588,1.861
,C[C@H](O)C1=C(I)C=CC(F)=C1,-0.01127,97.6952381,0.17409,0.739
,C[C@H](O)C1=CC=C(I)C=C1,-0.00124,97.63810406,0.1821,1.154
,C[Si](C)(C)C#CC1=CC=C(I)C=C1,-0.02332,97.63623665,0.19683,1.688
,ClC1(Cl)CCCN(C2=CC=C(I)C=C2)C1=O,-0.01221,97.63288416,0.18589,1.440
,ClC1=C(Br)C=C(I)C=C1,-0.02128,97.63208414,0.20317,1.728
,ClC1=C(C(I)=CC=C1)N(=O)=O,-0.03711,97.670571,0.26673,2.038
,ClC1=C(C=C(I)C=C1)C#N,-0.04938,97.64142135,0.19628,2.139
,ClC1=C(C=C(I)C=C1)C(=O)C1=CC=C(O[C@H]2CCOC2)C=C1,-0.04222,97.62659705,0.19245,2.123
,ClC1=C(C=C(I)C=C1)N(=O)=O,-0.06696,97.63995384,0.20003,2.516
,ClC1=C(C=CC(I)=C1)C#N,-0.0487,97.64366228,0.23333,2.326
,ClC1=C(C=CC(I)=C1)C1=NN=C(Br)S1,-0.05835,97.63957154,0.22358,2.495
,ClC1=C(C=CC(I)=C1)N(=O)=O,-0.06679,97.64070081,0.23521,2.717
,ClC1=C(C=O)C(I)=CC=C1,-0.04991,97.71499854,0.28518,1.961
,ClC1=C(CBr)C(I)=CC=C1,-0.02517,97.70311555,0.22651,1.246
,ClC1=C(CBr)C=CC(I)=C1,-0.02543,97.64070962,0.21142,1.773
,ClC1=C(CC2=CC3=C(OCCO3)C=C2)C=C(I)C=C1,-0.00893,97.62576144,0.19373,1.494
,ClC1=C(Cl)C(Cl)=C(I)C(Cl)=C1Cl,-0.04469,97.77810977,0.22151,0.858
,ClC1=C(Cl)C(I)=C(Cl)C=C1,-0.03166,97.74673663,0.21131,0.852
,ClC1=C(Cl)C(I)=CC=C1,-0.02294,97.69033106,0.21054,1.232
,ClC1=C(Cl)C=C(I)C=C1,-0.01914,97.63919805,0.20295,1.615
,ClC1=C(I)C(=CC=C1)N(=O)=O,-0.06118,97.78036729,0.25301,1.345
,ClC1=C(I)C=C(C=C1)C#N,-0.04661,97.67136999,0.20238,1.828
,ClC1=C(I)C=C(C=C1)N(=O)=O,-0.07253,97.67061433,0.20262,2.339
,ClC1=C(I)C=C(C=O)C=C1,-0.05341,97.67206478,0.19155,1.888
,ClC1=C(I)C=CC(=C1)C#N,-0.04785,97.6952381,0.21797,1.711
,ClC1=C(I)C=CC(Br)=C1,-0.02128,97.69405736,0.19027,1.042
,ClC1=C(I)C=CC=C1Br,-0.02559,97.70113655,0.21111,1.181
,ClC1=CC(=CC(Cl)=C1I)N(=O)=O,-0.07892,97.75907853,0.22457,1.726
,ClC1=CC(=CC(I)=C1)C#N,-0.05044,97.6462767,0.21892,2.248
,ClC1=CC(=CC=C1I)N(=O)=O,-0.07343,97.69480435,0.22612,2.260
,ClC1=CC(Br)=C(I)C(Br)=C1,-0.03831,97.76655661,0.18124,0.606
,ClC1=CC(Br)=C(I)C(Cl)=C1,-0.03433,97.76691342,0.18533,0.550
,ClC1=CC(Br)=C(I)C=C1,-0.02466,97.69596785,0.18499,1.057
,ClC1=CC(Br)=C(I)C=C1Cl,-0.03132,97.66836476,0.20214,1.560
,ClC1=CC(Br)=CC(Cl)=C1I,-0.03071,97.75609064,0.19109,0.621
,ClC1=CC(Br)=CC(I)=C1,-0.02593,97.63062558,0.22684,1.974
,ClC1=CC(C#N)=C(I)C=C1,-0.04881,97.70304692,0.25325,1.865
,ClC1=CC(CBr)=C(I)C=C1,-0.02619,97.69113841,0.19967,1.222
,ClC1=CC(Cl)=C(COC2=CC=C(I)C=C2)C=C1,-0.00887,97.64141254,0.16028,1.138
,ClC1=CC(Cl)=C(Cl)C(I)=C1,-0.03153,97.70269917,0.22989,1.394
,ClC1=CC(Cl)=C(I)C(=C1)N(=O)=O,-0.06887,97.80573981,0.24856,1.218
,ClC1=CC(Cl)=C(I)C(Cl)=C1,-0.02994,97.75609064,0.18949,0.596
,ClC1=CC(Cl)=C(I)C=C1,-0.02059,97.69262372,0.18864,1.033
,ClC1=CC(Cl)=C(I)C=C1Cl,-0.02748,97.68066361,0.20576,1.387
,ClC1=CC(I)=C(Br)C=C1,-0.02632,97.67091822,0.20675,1.466
,ClC1=CC(I)=C(C=C1)C#N,-0.04688,97.68137594,0.27444,2.168
,ClC1=CC(I)=C(Cl)C=C1,-0.0226,97.67390614,0.2104,1.386
,ClC1=CC(I)=CC(=C1)N(=O)=O,-0.07554,97.64253301,0.21917,2.772
,ClC1=CC(I)=CC(Cl)=C1,-0.02345,97.63881575,0.22659,1.844
,ClC1=CC(I)=CC(Cl)=C1Br,-0.02797,97.63882457,0.221,1.898
,ClC1=CC(I)=CC(Cl)=C1C=O,-0.06043,97.64666776,0.24861,2.616
,ClC1=CC(I)=CC=C1Br,-0.01965,97.64178603,0.20447,1.609
,ClC1=CC2=C(C=C1)C=C(I)C=C2,-0.0363,97.63662779,0.19042,1.897
,ClC1=CC=C(Br)C=C1I,-0.02441,97.66681855,0.21055,1.492
,ClC1=CC=C(C(I)=C1)N(=O)=O,-0.06546,97.72689923,0.27044,2.057
,ClC1=CC=C(C2CC2)C(I)=C1,-0.01145,97.68881983,0.21032,1.023
,ClC1=CC=C(C=C1)C(=O)C1=CC=C(I)C=C1,-0.05344,97.62586784,0.21212,2.465
,ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1I,-0.04697,97.71060219,0.2333,1.636
,ClC1=CC=C(C=C1)C(=O)NC1=C(I)C=CC=C1,-0.03405,97.72693319,0.15407,0.749
,ClC1=CC=C(C=C1)C1=CC=C(I)C=C1,-0.02403,97.63544553,0.18861,1.660
,ClC1=CC=C(CBr)C(I)=C1,-0.02503,97.67771043,0.22145,1.462
,ClC1=CC=C(COC2=CC=C(I)C=C2)C=C1,-0.00668,97.62688189,0.16151,1.246
,ClC1=CC=C(I)C(=C1)N(=O)=O,-0.06646,97.74154995,0.24861,1.802
,ClC1=CC=C(I)C=C1,-0.01168,97.63618368,0.18537,1.394
,ClC1=CC=C(I)C=C1C=O,-0.05447,97.63950982,0.18524,2.190
,ClC1=CC=C(I)C=C1CBr,-0.02582,97.62913165,0.1959,1.801
,ClC1=CC=C(I)C=C1CC1=CC=C(O[C@H]2CCOC2)C=C1,-0.01082,97.61572189,0.1942,1.632
,ClC1=CC=C(I)C=C1I,-0.03226,97.62765544,0.20305,1.983
,ClC1=CC=C(OC2=CC=C(I)C=C2)C=C1,-0.01248,97.62764658,0.18217,1.475
,ClC1=CC=C(OC2=CC=C(I)C=C2)C=C1Cl,-0.01671,97.63103446,0.18411,1.535
,ClC1=CC=C(\C=N\C2=CC=C(I)C=C2)C=C1,-0.049,97.63516037,0.18102,2.101
,ClC1=CC=C2OC(=O)C(=CC2=C1)C1=CC=C(I)C=C1,-0.06445,97.63176372,0.19863,2.540
,ClC1=CC=CC(Br)=C1I,-0.02767,97.77318787,0.18822,0.377
,ClC1=CC=CC(Cl)=C1I,-0.0235,97.75799157,0.19212,0.469
,ClC1=CC=CC(I)=C1,-0.01416,97.62914936,0.20653,1.639
,ClC1=CC=CC(I)=C1Br,-0.02706,97.70340325,0.20725,1.164
,ClC1=CC=CC=C1C(=O)C1=C(I)C=CC=C1,-0.04346,97.71763001,0.26767,1.705
,ClC1=CC=CC=C1I,-0.01409,97.69225023,0.19029,0.921
,ClCC(=O)C1=CC=C(I)C=C1,-0.05226,97.63920687,0.21724,2.342
,ClCC(=O)NC1=CC(I)=CC=C1,-0.00554,97.61525935,0.21517,1.660
,ClCC(=O)NC1=CC=C(I)C=C1,-0.00801,97.63476039,0.17415,1.270
,ClCC(=O)NC1=CC=CC=C1I,-0.02174,97.7101774,0.15223,0.664
,ClCC1=C(Br)C=CC(I)=C1,-0.02097,97.63736592,0.19594,1.626
,ClCC1=C(I)C=CC=C1,-0.01038,97.69974566,0.20599,0.869
,ClCC1=CC(Br)=CC=C1I,-0.01853,97.70980392,0.21176,0.963
,ClCC1=CC(I)=C(CCl)C=C1,-0.02469,97.67210825,0.21479,1.471
,ClCC1=CC(I)=CC=C1,-0.01212,97.6250056,0.19629,1.578
,ClCC1=CC=C(I)C=C1,-0.01227,97.63660131,0.19423,1.455
,FC(F)(F)C(=O)C1=CC=C(I)C=C1,-0.06599,97.63814816,0.22856,2.687
,FC(F)(F)C(=O)CC1=CC=C(I)C=C1,-0.03311,97.63137255,0.19169,1.895
,FC(F)(F)C(=O)NC1=CC(I)=CC=C1,-0.02395,97.61277866,0.21092,2.015
,FC(F)(F)C(=O)NC1=CC=C(I)C=C1,-0.02413,97.63847754,0.18198,1.593
,FC(F)(F)C(=O)NC1=CC=CC=C1I,-0.02399,97.7158223,0.16557,0.733
,FC(F)(F)C(F)(C1=CC=C(I)C=C1)C(F)(F)F,-0.01983,97.64035376,0.20684,1.640
,FC(F)(F)C1=C(Br)C(I)=CC=C1,-0.02705,97.70455802,0.1982,1.098
,FC(F)(F)C1=C(Br)C=CC(I)=C1,-0.02875,97.634769,0.19592,1.802
,FC(F)(F)C1=C(C=C(I)C=C1)C#N,-0.05877,97.642577,0.21771,2.438
,FC(F)(F)C1=C(C=O)C=CC(I)=C1,-0.06289,97.63067868,0.2244,2.675
,FC(F)(F)C1=C(Cl)C=CC(I)=C1,-0.02827,97.63582785,0.19473,1.776
,FC(F)(F)C1=C(I)C(Br)=CC=C1,-0.02691,97.830829,0.2321,0.060
,FC(F)(F)C1=C(I)C=CC(=C1)C#N,-0.05636,97.73969942,0.26004,1.693
,FC(F)(F)C1=C(I)C=CC(=C1)N(=O)=O,-0.07926,97.74087892,0.26776,2.171
,FC(F)(F)C1=C(I)C=CC(Br)=C1,-0.02874,97.7419403,0.23244,0.970
,FC(F)(F)C1=CC(=C(I)C=C1)C(F)(F)F,-0.03855,97.74492814,0.25408,1.261
,FC(F)(F)C1=CC(=C(I)C=C1)N(=O)=O,-0.07184,97.74340894,0.27046,2.019
,FC(F)(F)C1=CC(=CC(=C1)C1=CC=C(I)C=C1)C(F)(F)F,-0.04255,97.632137,0.19767,2.106
,FC(F)(F)C1=CC(=CC(I)=C1)C(F)(F)F,-0.03871,97.63550735,0.21014,2.074
,FC(F)(F)C1=CC(=CC(I)=C1)N(=O)=O,-0.08077,97.63845108,0.21175,2.869
,FC(F)(F)C1=CC(Br)=CC(I)=C1,-0.03019,97.64294171,0.21818,1.884
,FC(F)(F)C1=CC(C=O)=CC(I)=C1,-0.06323,97.62759342,0.19828,2.555
,FC(F)(F)C1=CC(CBr)=CC=C1I,-0.03294,97.72667008,0.2386,1.238
,FC(F)(F)C1=CC(Cl)=C(I)C(Cl)=C1,-0.0346,97.76730358,0.21145,0.708
,FC(F)(F)C1=CC(Cl)=CC(I)=C1,-0.02958,97.63098137,0.21804,1.989
,FC(F)(F)C1=CC(Cl)=CC=C1I,-0.02797,97.73783202,0.2309,0.986
,FC(F)(F)C1=CC(I)=C(Br)C=C1,-0.02807,97.67394958,0.19758,1.415
,FC(F)(F)C1=CC(I)=C(C=C1)C#N,-0.0597,97.6728639,0.25307,2.371
,FC(F)(F)C1=CC(I)=C(C=C1)N(=O)=O,-0.07389,97.72021886,0.26194,2.235
,FC(F)(F)C1=CC(I)=C(Cl)C=C1,-0.02595,97.67206478,0.20147,1.416
,FC(F)(F)C1=CC(I)=CC(=C1)C#N,-0.05712,97.63502788,0.21109,2.441
,FC(F)(F)C1=CC(I)=CC=C1,-0.01907,97.62689076,0.19801,1.705
,FC(F)(F)C1=CC(I)=CC=C1C#N,-0.05832,97.6302875,0.22499,2.594
,FC(F)(F)C1=CC(I)=CC=C1I,-0.02837,97.63809524,0.19648,1.766
,FC(F)(F)C1=CC=C(Br)C=C1I,-0.02819,97.71134914,0.25412,1.390
,FC(F)(F)C1=CC=C(C=O)C(I)=C1,-0.06383,97.7190558,0.2737,2.122
,FC(F)(F)C1=CC=C(CBr)C(I)=C1,-0.03682,97.67582567,0.21058,1.644
,FC(F)(F)C1=CC=C(I)C(=C1)C#N,-0.05611,97.70154438,0.27493,2.152
,FC(F)(F)C1=CC=C(I)C(Br)=C1,-0.02844,97.69970271,0.20738,1.228
,FC(F)(F)C1=CC=C(I)C(C=O)=C1,-0.06315,97.70157872,0.20889,1.891
,FC(F)(F)C1=CC=C(I)C(CBr)=C1,-0.03198,97.69487322,0.22064,1.424
,FC(F)(F)C1=CC=C(I)C(Cl)=C1,-0.02717,97.6970453,0.21098,1.251
,FC(F)(F)C1=CC=C(I)C=C1,-0.01936,97.64405336,0.20778,1.601
,FC(F)(F)C1=CC=C(I)C=C1Br,-0.02852,97.64109191,0.22652,1.920
,FC(F)(F)C1=CC=C(I)C=C1Cl,-0.02805,97.64107429,0.22537,1.904
,FC(F)(F)C1=CC=CC=C1I,-0.01743,97.72290133,0.23344,0.944
,FC(F)(F)COC1=C(I)C=CC=C1,-0.00558,97.66793031,0.17159,0.882
,FC(F)(F)COC1=CC(=CC=C1I)C(=O)N1CCOCC1,-0.0281,97.66952001,0.18343,1.374
,FC(F)(F)COC1=CC=C(I)C=C1,-0.0067,97.63181679,0.16657,1.228
,FC(F)(F)OC1=C(Cl)C=C(I)C=C1,-0.02159,97.6388422,0.20973,1.707
,FC(F)(F)OC1=C(I)C=C(Br)C=C1,-0.02348,97.651211,0.16936,1.379
,FC(F)(F)OC1=CC(Br)=C(I)C=C1,-0.02669,97.69633273,0.1923,1.137
,FC(F)(F)OC1=CC(Br)=CC(I)=C1,-0.026,97.63733062,0.22587,1.904
,FC(F)(F)OC1=CC(Br)=CC=C1I,-0.01836,97.69150327,0.14788,0.756
,FC(F)(F)OC1=CC(Cl)=C(I)C=C1,-0.02275,97.69115565,0.19581,1.132
,FC(F)(F)OC1=CC=C(I)C(=C1)N(=O)=O,-0.0692,97.74004758,0.25566,1.912
,FC(F)(F)OC1=CC=C(I)C=C1,-0.01409,97.63591615,0.19267,1.488
,FC(F)(F)OC1=CC=C(I)C=C1Br,-0.02337,97.63921569,0.21022,1.740
,FC(F)(F)OC1=CC=CC=C1I,-0.01282,97.65379028,0.17802,1.200
,FC(F)(F)S(=O)(=O)OC1=CC=C(I)C=C1,-0.01874,97.81069332,0.25806,0.255
